CODE,NAME,DISEASE,BASE_ANTIGEN,INTRO_YEAR,CASES_BEFORE,CASES_AFTER,ABS_CHANGE,PCT_CHANGE
EUR,European Region,POLIO,IPV1,2015.0,103.11428571428571,4.666666666666667,-98.44761904761904,-95.47427726978849
EUR,European Region,POLIO,IPV2,2021.0,88.09756097560975,13.0,-75.09756097560975,-85.2436323366556
FIN,Finland,POLIO,IPV1,2015.0,0.22857142857142856,0.0,-0.22857142857142856,-100.0
FIN,Finland,POLIO,IPV1_FRAC,2018.0,0.21052631578947367,0.0,-0.21052631578947367,-100.0
FIN,Finland,POLIO,IPV2_FRAC,2018.0,0.21052631578947367,0.0,-0.21052631578947367,-100.0
FRA,France,POLIO,IPV1,2014.0,1.4848484848484849,0.0,-1.4848484848484849,-100.0
FRA,France,POLIO,IPV1_FRAC,2018.0,1.3243243243243243,0.0,-1.3243243243243243,-100.0
FRA,France,POLIO,IPV2_FRAC,2018.0,1.3243243243243243,0.0,-1.3243243243243243,-100.0
GAB,Gabon,POLIO,IPV1,2014.0,9.75,0.0,-9.75,-100.0
GAB,Gabon,POLIO,IPV1_FRAC,2018.0,8.53125,0.0,-8.53125,-100.0
GAB,Gabon,POLIO,IPV2,2021.0,7.8,0.0,-7.8,-100.0
GAB,Gabon,POLIO,IPV2_FRAC,2018.0,8.53125,0.0,-8.53125,-100.0
GBR,United Kingdom of Great Britain and Northern Ireland,POLIO,IPV1,2014.0,0.9117647058823529,0.0,-0.9117647058823529,-100.0
GBR,United Kingdom of Great Britain and Northern Ireland,POLIO,IPV1_FRAC,2018.0,0.8157894736842105,0.0,-0.8157894736842105,-100.0
GBR,United Kingdom of Great Britain and Northern Ireland,POLIO,IPV2_FRAC,2018.0,0.8157894736842105,0.0,-0.8157894736842105,-100.0
GEO,Georgia,POLIO,IPV1,2014.0,0.30434782608695654,0.0,-0.30434782608695654,-100.0
GEO,Georgia,POLIO,IPV1_FRAC,2018.0,0.25925925925925924,0.0,-0.25925925925925924,-100.0
GEO,Georgia,POLIO,IPV2,2021.0,0.23333333333333334,0.0,-0.23333333333333334,-100.0
GEO,Georgia,POLIO,IPV2_FRAC,2018.0,0.25925925925925924,0.0,-0.25925925925925924,-100.0
GHA,Ghana,POLIO,IPV1,2014.0,49.411764705882355,3.6666666666666665,-45.74509803921569,-92.57936507936509
GHA,Ghana,POLIO,IPV1_FRAC,2018.0,44.21052631578947,6.6,-37.61052631578947,-85.07142857142857
GHA,Ghana,POLIO,IPV2,2021.0,41.707317073170735,1.5,-40.207317073170735,-96.40350877192982
GHA,Ghana,POLIO,IPV2_FRAC,2018.0,44.21052631578947,6.6,-37.61052631578947,-85.07142857142857
GIN,Guinea,POLIO,IPV1,2014.0,34.88235294117647,11.555555555555555,-23.326797385620914,-66.87277496721003
GIN,Guinea,POLIO,IPV1_FRAC,2018.0,31.394736842105264,19.4,-11.994736842105265,-38.206202849958096
GIN,Guinea,POLIO,IPV2,2021.0,30.170731707317074,26.5,-3.670731707317074,-12.166531932093779
GIN,Guinea,POLIO,IPV2_FRAC,2018.0,31.394736842105264,19.4,-11.994736842105265,-38.206202849958096
GLOBAL,Global,POLIO,IPV1,2015.0,15345.4,444.1111111111111,-14901.288888888888,-97.10590071870978
GLOBAL,Global,POLIO,IPV2,2021.0,13145.926829268292,701.0,-12444.926829268292,-94.66754981140407
GMB,Gambia,POLIO,IPV1,2014.0,11.969696969696969,0.0,-11.969696969696969,-100.0
GMB,Gambia,POLIO,IPV1_FRAC,2018.0,10.675675675675675,0.0,-10.675675675675675,-100.0
GMB,Gambia,POLIO,IPV2,2021.0,9.875,0.0,-9.875,-100.0
GMB,Gambia,POLIO,IPV2_FRAC,2018.0,10.675675675675675,0.0,-10.675675675675675,-100.0
GNB,Guinea-Bissau,POLIO,IPV1,2014.0,8.272727272727273,0.375,-7.897727272727273,-95.46703296703298
GNB,Guinea-Bissau,POLIO,IPV1_FRAC,2018.0,7.378378378378378,0.75,-6.628378378378378,-89.83516483516483
GNB,Guinea-Bissau,POLIO,IPV2,2021.0,6.825,3.0,-3.825,-56.043956043956044
GNB,Guinea-Bissau,POLIO,IPV2_FRAC,2018.0,7.378378378378378,0.75,-6.628378378378378,-89.83516483516483
GNQ,Equatorial Guinea,POLIO,IPV1,2014.0,1.4642857142857142,0.625,-0.8392857142857142,-57.3170731707317
GNQ,Equatorial Guinea,POLIO,IPV1_FRAC,2018.0,1.4375,0.0,-1.4375,-100.0
GNQ,Equatorial Guinea,POLIO,IPV2,2021.0,1.3142857142857143,0.0,-1.3142857142857143,-100.0
GNQ,Equatorial Guinea,POLIO,IPV2_FRAC,2018.0,1.4375,0.0,-1.4375,-100.0
GRC,Greece,POLIO,IPV1,2014.0,0.38235294117647056,0.0,-0.38235294117647056,-100.0
GRC,Greece,POLIO,IPV1_FRAC,2018.0,0.34210526315789475,0.0,-0.34210526315789475,-100.0
GRC,Greece,POLIO,IPV2_FRAC,2018.0,0.34210526315789475,0.0,-0.34210526315789475,-100.0
GRD,Grenada,POLIO,IPV1,2014.0,0.0,0.0,0.0,
GRD,Grenada,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
GRD,Grenada,POLIO,IPV2,2020.0,0.0,0.0,0.0,
GRD,Grenada,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
GTM,Guatemala,POLIO,IPV1,2014.0,23.852941176470587,0.0,-23.852941176470587,-100.0
GTM,Guatemala,POLIO,IPV1_FRAC,2018.0,21.342105263157894,0.0,-21.342105263157894,-100.0
GTM,Guatemala,POLIO,IPV2,2020.0,20.275,0.0,-20.275,-100.0
GTM,Guatemala,POLIO,IPV2_FRAC,2018.0,21.342105263157894,0.0,-21.342105263157894,-100.0
GUM,Guam,POLIO,POL3,1981.0,0.0,0.0,0.0,
GUY,Guyana,POLIO,IPV1,2014.0,0.0,0.0,0.0,
GUY,Guyana,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
GUY,Guyana,POLIO,IPV2,2020.0,0.0,0.0,0.0,
GUY,Guyana,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
HKG,"China, Hong Kong SAR",POLIO,IPV1,2014.0,0.2916666666666667,0.0,-0.2916666666666667,-100.0
HKG,"China, Hong Kong SAR",POLIO,IPV1_FRAC,2018.0,0.2916666666666667,0.0,-0.2916666666666667,-100.0
HKG,"China, Hong Kong SAR",POLIO,IPV2_FRAC,2018.0,0.2916666666666667,0.0,-0.2916666666666667,-100.0
HND,Honduras,POLIO,IPV1,2014.0,3.7058823529411766,0.0,-3.7058823529411766,-100.0
HND,Honduras,POLIO,IPV1_FRAC,2018.0,3.3157894736842106,0.0,-3.3157894736842106,-100.0
HND,Honduras,POLIO,IPV2,2020.0,3.15,0.0,-3.15,-100.0
HND,Honduras,POLIO,IPV2_FRAC,2018.0,3.3157894736842106,0.0,-3.3157894736842106,-100.0
HRV,Croatia,POLIO,IPV1,2014.0,0.0,0.0,0.0,
HRV,Croatia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
HRV,Croatia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
HTI,Haiti,POLIO,IPV1,2014.0,11.764705882352942,0.0,-11.764705882352942,-100.0
HTI,Haiti,POLIO,IPV1_FRAC,2018.0,10.526315789473685,0.0,-10.526315789473685,-100.0
HTI,Haiti,POLIO,IPV2,2020.0,10.0,0.0,-10.0,-100.0
HTI,Haiti,POLIO,IPV2_FRAC,2018.0,10.526315789473685,0.0,-10.526315789473685,-100.0
HUN,Hungary,POLIO,IPV1,2010.0,0.13333333333333333,0.0,-0.13333333333333333,-100.0
HUN,Hungary,POLIO,IPV1_FRAC,2018.0,0.10526315789473684,0.0,-0.10526315789473684,-100.0
HUN,Hungary,POLIO,IPV2_FRAC,2018.0,0.10526315789473684,0.0,-0.10526315789473684,-100.0
IDN,Indonesia,POLIO,IPV1,2014.0,170.73529411764707,0.8,-169.93529411764706,-99.53143841515933
IDN,Indonesia,POLIO,IPV1_FRAC,2018.0,152.76315789473685,1.3333333333333333,-151.4298245614035,-99.12718920470857
IDN,Indonesia,POLIO,IPV2,2021.0,141.609756097561,2.3333333333333335,-139.27642276422765,-98.35227925134917
IDN,Indonesia,POLIO,IPV2_FRAC,2018.0,152.76315789473685,1.3333333333333333,-151.4298245614035,-99.12718920470857
IND,India,POLIO,IPV1,2015.0,8391.657142857142,0.0,-8391.657142857142,-100.0
IND,India,POLIO,IPV1_FRAC,2018.0,7729.1578947368425,0.0,-7729.1578947368425,-100.0
IND,India,POLIO,IPV2,2021.0,7163.609756097561,0.0,-7163.609756097561,-100.0
IND,India,POLIO,IPV2_FRAC,2018.0,7729.1578947368425,0.0,-7729.1578947368425,-100.0
IRL,Ireland,POLIO,IPV1,2014.0,0.058823529411764705,0.0,-0.058823529411764705,-100.0
IRL,Ireland,POLIO,IPV1_FRAC,2018.0,0.05263157894736842,0.0,-0.05263157894736842,-100.0
IRL,Ireland,POLIO,IPV2_FRAC,2018.0,0.05263157894736842,0.0,-0.05263157894736842,-100.0
IRN,Iran (Islamic Republic of),POLIO,IPV1,2014.0,38.85294117647059,0.0,-38.85294117647059,-100.0
IRN,Iran (Islamic Republic of),POLIO,IPV1_FRAC,2018.0,34.76315789473684,0.0,-34.76315789473684,-100.0
IRN,Iran (Islamic Republic of),POLIO,IPV2,2021.0,32.21951219512195,0.0,-32.21951219512195,-100.0
IRN,Iran (Islamic Republic of),POLIO,IPV2_FRAC,2018.0,34.76315789473684,0.0,-34.76315789473684,-100.0
IRQ,Iraq,POLIO,IPV1,2014.0,97.79411764705883,0.25,-97.54411764705883,-99.74436090225564
IRQ,Iraq,POLIO,IPV1_FRAC,2018.0,87.55263157894737,0.0,-87.55263157894737,-100.0
IRQ,Iraq,POLIO,IPV2,2021.0,81.14634146341463,0.0,-81.14634146341463,-100.0
IRQ,Iraq,POLIO,IPV2_FRAC,2018.0,87.55263157894737,0.0,-87.55263157894737,-100.0
ISL,Iceland,POLIO,IPV1,2015.0,0.0,0.0,0.0,
ISL,Iceland,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
ISL,Iceland,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
ISR,Israel,POLIO,IPV1,2014.0,1.4411764705882353,0.2,-1.2411764705882353,-86.12244897959184
ISR,Israel,POLIO,IPV1_FRAC,2018.0,1.2894736842105263,0.3333333333333333,-0.9561403508771931,-74.14965986394559
ISR,Israel,POLIO,IPV2,2021.0,1.1951219512195121,0.6666666666666666,-0.5284552845528455,-44.21768707482993
ISR,Israel,POLIO,IPV2_FRAC,2018.0,1.2894736842105263,0.3333333333333333,-0.9561403508771931,-74.14965986394559
ITA,Italy,POLIO,IPV1,2015.0,0.22857142857142856,0.0,-0.22857142857142856,-100.0
ITA,Italy,POLIO,IPV1_FRAC,2018.0,0.21052631578947367,0.0,-0.21052631578947367,-100.0
ITA,Italy,POLIO,IPV2_FRAC,2018.0,0.21052631578947367,0.0,-0.21052631578947367,-100.0
JAM,Jamaica,POLIO,IPV1,2014.0,2.0,0.0,-2.0,-100.0
JAM,Jamaica,POLIO,IPV1_FRAC,2018.0,2.0,0.0,-2.0,-100.0
JAM,Jamaica,POLIO,IPV2,2020.0,1.875,0.0,-1.875,-100.0
JAM,Jamaica,POLIO,IPV2_FRAC,2018.0,2.0,0.0,-2.0,-100.0
JOR,Jordan,POLIO,IPV1,2014.0,1.8235294117647058,0.0,-1.8235294117647058,-100.0
JOR,Jordan,POLIO,IPV1_FRAC,2018.0,1.631578947368421,0.0,-1.631578947368421,-100.0
JOR,Jordan,POLIO,IPV2,2021.0,1.5121951219512195,0.0,-1.5121951219512195,-100.0
JOR,Jordan,POLIO,IPV2_FRAC,2018.0,1.631578947368421,0.0,-1.631578947368421,-100.0
JPN,Japan,POLIO,IPV1,2015.0,0.20588235294117646,0.0,-0.20588235294117646,-100.0
JPN,Japan,POLIO,IPV1_FRAC,2018.0,0.1891891891891892,0.0,-0.1891891891891892,-100.0
JPN,Japan,POLIO,IPV2_FRAC,2018.0,0.1891891891891892,0.0,-0.1891891891891892,-100.0
KAZ,Kazakhstan,POLIO,IPV1,2014.0,0.782608695652174,0.0,-0.782608695652174,-100.0
KAZ,Kazakhstan,POLIO,IPV1_FRAC,2018.0,0.6666666666666666,0.0,-0.6666666666666666,-100.0
KAZ,Kazakhstan,POLIO,IPV2,2021.0,0.6,0.0,-0.6,-100.0
KAZ,Kazakhstan,POLIO,IPV2_FRAC,2018.0,0.6666666666666666,0.0,-0.6666666666666666,-100.0
KEN,Kenya,POLIO,IPV1,2014.0,206.64705882352942,0.8888888888888888,-205.75816993464053,-99.56985166208054
KEN,Kenya,POLIO,IPV1_FRAC,2018.0,184.89473684210526,1.6,-183.29473684210527,-99.13464275547965
KEN,Kenya,POLIO,IPV2,2021.0,171.3658536585366,4.0,-167.3658536585366,-97.66581269570167
KEN,Kenya,POLIO,IPV2_FRAC,2018.0,184.89473684210526,1.6,-183.29473684210527,-99.13464275547965
KGZ,Kyrgyzstan,POLIO,IPV1,2014.0,0.391304347826087,0.0,-0.391304347826087,-100.0
KGZ,Kyrgyzstan,POLIO,IPV1_FRAC,2018.0,0.3333333333333333,0.0,-0.3333333333333333,-100.0
KGZ,Kyrgyzstan,POLIO,IPV2,2021.0,0.3,0.0,-0.3,-100.0
KGZ,Kyrgyzstan,POLIO,IPV2_FRAC,2018.0,0.3333333333333333,0.0,-0.3333333333333333,-100.0
KHM,Cambodia,POLIO,IPV1,2015.0,176.42857142857142,0.0,-176.42857142857142,-100.0
KHM,Cambodia,POLIO,IPV1_FRAC,2018.0,162.5,0.0,-162.5,-100.0
KHM,Cambodia,POLIO,IPV2,2021.0,150.609756097561,0.0,-150.609756097561,-100.0
KHM,Cambodia,POLIO,IPV2_FRAC,2018.0,162.5,0.0,-162.5,-100.0
KNA,Saint Kitts and Nevis,POLIO,IPV1,2014.0,0.0,0.0,0.0,
KNA,Saint Kitts and Nevis,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
KNA,Saint Kitts and Nevis,POLIO,IPV2,2020.0,0.0,0.0,0.0,
KNA,Saint Kitts and Nevis,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
KOR,Republic of Korea,POLIO,IPV1,2015.0,0.696969696969697,0.0,-0.696969696969697,-100.0
KOR,Republic of Korea,POLIO,IPV1_FRAC,2018.0,0.6388888888888888,0.0,-0.6388888888888888,-100.0
KOR,Republic of Korea,POLIO,IPV2_FRAC,2018.0,0.6388888888888888,0.0,-0.6388888888888888,-100.0
KWT,Kuwait,POLIO,IPV1,2014.0,1.5,0.0,-1.5,-100.0
KWT,Kuwait,POLIO,IPV1_FRAC,2018.0,1.3421052631578947,0.0,-1.3421052631578947,-100.0
KWT,Kuwait,POLIO,IPV2,2021.0,1.2439024390243902,0.0,-1.2439024390243902,-100.0
KWT,Kuwait,POLIO,IPV2_FRAC,2018.0,1.3421052631578947,0.0,-1.3421052631578947,-100.0
LAO,Lao People's Democratic Republic,POLIO,IPV1,2015.0,80.82352941176471,1.1428571428571428,-79.68067226890757,-98.5859846121855
LAO,Lao People's Democratic Republic,POLIO,IPV1_FRAC,2018.0,74.48648648648648,0.0,-74.48648648648648,-100.0
LAO,Lao People's Democratic Republic,POLIO,IPV2,2021.0,68.9,0.0,-68.9,-100.0
LAO,Lao People's Democratic Republic,POLIO,IPV2_FRAC,2018.0,74.48648648648648,0.0,-74.48648648648648,-100.0
LBN,Lebanon,POLIO,IPV1,2014.0,1.903225806451613,0.0,-1.903225806451613,-100.0
LBN,Lebanon,POLIO,IPV1_FRAC,2018.0,1.6857142857142857,0.0,-1.6857142857142857,-100.0
LBN,Lebanon,POLIO,IPV2,2021.0,1.5526315789473684,0.0,-1.5526315789473684,-100.0
LBN,Lebanon,POLIO,IPV2_FRAC,2018.0,1.6857142857142857,0.0,-1.6857142857142857,-100.0
LBR,Liberia,POLIO,IPV1,2014.0,6.4375,0.375,-6.0625,-94.1747572815534
LBR,Liberia,POLIO,IPV1_FRAC,2018.0,5.722222222222222,0.75,-4.972222222222222,-86.89320388349515
LBR,Liberia,POLIO,IPV2,2021.0,5.282051282051282,3.0,-2.282051282051282,-43.203883495145625
LBR,Liberia,POLIO,IPV2_FRAC,2018.0,5.722222222222222,0.75,-4.972222222222222,-86.89320388349515
LBY,Libya,POLIO,IPV1,2014.0,10.411764705882353,0.0,-10.411764705882353,-100.0
LBY,Libya,POLIO,IPV1_FRAC,2018.0,9.31578947368421,0.0,-9.31578947368421,-100.0
LBY,Libya,POLIO,IPV2,2021.0,8.634146341463415,0.0,-8.634146341463415,-100.0
LBY,Libya,POLIO,IPV2_FRAC,2018.0,9.31578947368421,0.0,-9.31578947368421,-100.0
LCA,Saint Lucia,POLIO,IPV1,2014.0,0.0,0.0,0.0,
LCA,Saint Lucia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
LCA,Saint Lucia,POLIO,IPV2,2020.0,0.0,0.0,0.0,
LCA,Saint Lucia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
LKA,Sri Lanka,POLIO,IPV1,2014.0,24.941176470588236,0.0,-24.941176470588236,-100.0
LKA,Sri Lanka,POLIO,IPV1_FRAC,2018.0,22.31578947368421,0.0,-22.31578947368421,-100.0
LKA,Sri Lanka,POLIO,IPV2,2021.0,20.682926829268293,0.0,-20.682926829268293,-100.0
LKA,Sri Lanka,POLIO,IPV2_FRAC,2018.0,22.31578947368421,0.0,-22.31578947368421,-100.0
LSO,Lesotho,POLIO,IPV1,2014.0,5.235294117647059,0.0,-5.235294117647059,-100.0
LSO,Lesotho,POLIO,IPV1_FRAC,2018.0,4.684210526315789,0.0,-4.684210526315789,-100.0
LSO,Lesotho,POLIO,IPV2,2021.0,4.341463414634147,0.0,-4.341463414634147,-100.0
LSO,Lesotho,POLIO,IPV2_FRAC,2018.0,4.684210526315789,0.0,-4.684210526315789,-100.0
LTU,Lithuania,POLIO,IPV1,2014.0,0.0,0.0,0.0,
LTU,Lithuania,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
LTU,Lithuania,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
LUX,Luxembourg,POLIO,IPV1,2015.0,0.0,0.0,0.0,
LUX,Luxembourg,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
LUX,Luxembourg,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
LVA,Latvia,POLIO,IPV1,2007.0,0.0,0.0,0.0,
LVA,Latvia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
LVA,Latvia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MAC,"China, Macao SAR",POLIO,IPV1,2014.0,0.0,0.0,0.0,
MAC,"China, Macao SAR",POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MAC,"China, Macao SAR",POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MAC,"China, Macao SAR",POLIO,POL3,1982.0,0.0,0.0,0.0,
MAR,Morocco,POLIO,IPV1,2014.0,9.058823529411764,0.0,-9.058823529411764,-100.0
MAR,Morocco,POLIO,IPV1_FRAC,2018.0,8.105263157894736,0.0,-8.105263157894736,-100.0
MAR,Morocco,POLIO,IPV2,2021.0,7.512195121951219,0.0,-7.512195121951219,-100.0
MAR,Morocco,POLIO,IPV2_FRAC,2018.0,8.105263157894736,0.0,-8.105263157894736,-100.0
MCO,Monaco,POLIO,IPV1,2017.0,0.0,0.0,0.0,
MCO,Monaco,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MCO,Monaco,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MDA,Republic of Moldova,POLIO,IPV1,2014.0,0.2608695652173913,0.0,-0.2608695652173913,-100.0
MDA,Republic of Moldova,POLIO,IPV1_FRAC,2018.0,0.2222222222222222,0.0,-0.2222222222222222,-100.0
MDA,Republic of Moldova,POLIO,IPV2,2021.0,0.2,0.0,-0.2,-100.0
MDA,Republic of Moldova,POLIO,IPV2_FRAC,2018.0,0.2222222222222222,0.0,-0.2222222222222222,-100.0
MDG,Madagascar,POLIO,IPV1,2014.0,16.08823529411765,6.5,-9.588235294117649,-59.59780621572213
MDG,Madagascar,POLIO,IPV1_FRAC,2018.0,14.657894736842104,9.166666666666666,-5.491228070175438,-37.46259724715739
MDG,Madagascar,POLIO,IPV2,2021.0,13.634146341463415,17.666666666666668,4.032520325203253,29.576624925462134
MDG,Madagascar,POLIO,IPV2_FRAC,2018.0,14.657894736842104,9.166666666666666,-5.491228070175438,-37.46259724715739
MDV,Maldives,POLIO,IPV1,2014.0,0.029411764705882353,0.0,-0.029411764705882353,-100.0
MDV,Maldives,POLIO,IPV1_FRAC,2018.0,0.02631578947368421,0.0,-0.02631578947368421,-100.0
MDV,Maldives,POLIO,IPV2,2021.0,0.024390243902439025,0.0,-0.024390243902439025,-100.0
MDV,Maldives,POLIO,IPV2_FRAC,2018.0,0.02631578947368421,0.0,-0.02631578947368421,-100.0
MEX,Mexico,POLIO,IPV1,2014.0,49.5,0.0,-49.5,-100.0
MEX,Mexico,POLIO,IPV1_FRAC,2018.0,44.28947368421053,0.0,-44.28947368421053,-100.0
MEX,Mexico,POLIO,IPV2,2020.0,42.075,0.0,-42.075,-100.0
MEX,Mexico,POLIO,IPV2_FRAC,2018.0,44.28947368421053,0.0,-44.28947368421053,-100.0
MKD,North Macedonia,POLIO,IPV1,2014.0,0.0,0.0,0.0,
MKD,North Macedonia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MKD,North Macedonia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MLI,Mali,POLIO,IPV1,2014.0,65.73529411764706,6.9,-58.83529411764706,-89.50335570469798
MLI,Mali,POLIO,IPV1_FRAC,2018.0,58.81578947368421,11.5,-47.31578947368421,-80.44742729306488
MLI,Mali,POLIO,IPV2,2021.0,55.78048780487805,5.666666666666667,-50.113821138211385,-89.84113103046204
MLI,Mali,POLIO,IPV2_FRAC,2018.0,58.81578947368421,11.5,-47.31578947368421,-80.44742729306488
MLT,Malta,POLIO,IPV1,2014.0,0.0,0.0,0.0,
MLT,Malta,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MLT,Malta,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MMR,Myanmar,POLIO,IPV1,2014.0,60.470588235294116,1.0,-59.470588235294116,-98.34630350194551
MMR,Myanmar,POLIO,IPV1_FRAC,2018.0,54.1578947368421,1.5,-52.6578947368421,-97.23032069970844
MMR,Myanmar,POLIO,IPV2,2021.0,50.34146341463415,0.0,-50.34146341463415,-100.0
MMR,Myanmar,POLIO,IPV2_FRAC,2018.0,54.1578947368421,1.5,-52.6578947368421,-97.23032069970844
MNE,Montenegro,POLIO,IPV1,2014.0,0.0,0.0,0.0,
MNE,Montenegro,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MNE,Montenegro,POLIO,IPV2,2021.0,0.0,0.0,0.0,
MNE,Montenegro,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MNG,Mongolia,POLIO,IPV1,2014.0,3.3636363636363638,0.0,-3.3636363636363638,-100.0
MNG,Mongolia,POLIO,IPV1_FRAC,2018.0,3.0,0.0,-3.0,-100.0
MNG,Mongolia,POLIO,IPV2,2021.0,2.775,0.0,-2.775,-100.0
MNG,Mongolia,POLIO,IPV2_FRAC,2018.0,3.0,0.0,-3.0,-100.0
MNP,Northern Mariana Islands,POLIO,POL3,1988.0,0.0,0.0,0.0,
MOZ,Mozambique,POLIO,IPV1,2014.0,8.147058823529411,3.4,-4.747058823529411,-58.26714801444043
MOZ,Mozambique,POLIO,IPV1_FRAC,2018.0,7.2894736842105265,5.666666666666667,-1.6228070175438596,-22.262334536702767
MOZ,Mozambique,POLIO,IPV2,2021.0,6.780487804878049,11.0,4.219512195121951,62.23021582733813
MOZ,Mozambique,POLIO,IPV2_FRAC,2018.0,7.2894736842105265,5.666666666666667,-1.6228070175438596,-22.262334536702767
MRT,Mauritania,POLIO,IPV1,2014.0,24.0,0.1111111111111111,-23.88888888888889,-99.53703703703704
MRT,Mauritania,POLIO,IPV1_FRAC,2018.0,21.473684210526315,0.2,-21.273684210526316,-99.0686274509804
MRT,Mauritania,POLIO,IPV2,2021.0,19.902439024390244,0.5,-19.402439024390244,-97.48774509803921
MRT,Mauritania,POLIO,IPV2_FRAC,2018.0,21.473684210526315,0.2,-21.273684210526316,-99.0686274509804
MSR,Montserrat,POLIO,IPV1,2017.0,0.0,0.0,0.0,
MSR,Montserrat,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MSR,Montserrat,POLIO,IPV2,2021.0,0.0,0.0,0.0,
MSR,Montserrat,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MUS,Mauritius,POLIO,IPV1,2014.0,0.0,0.0,0.0,
MUS,Mauritius,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
MUS,Mauritius,POLIO,IPV2,2021.0,0.0,0.0,0.0,
MUS,Mauritius,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
MWI,Malawi,POLIO,IPV1,2014.0,12.735294117647058,0.4444444444444444,-12.290849673202613,-96.51013600205286
MWI,Malawi,POLIO,IPV1_FRAC,2018.0,11.394736842105264,0.8,-10.594736842105263,-92.97921478060046
MWI,Malawi,POLIO,IPV2,2021.0,10.560975609756097,2.0,-8.560975609756097,-81.06235565819861
MWI,Malawi,POLIO,IPV2_FRAC,2018.0,11.394736842105264,0.8,-10.594736842105263,-92.97921478060046
MYS,Malaysia,POLIO,IPV1,2010.0,0.9,0.3333333333333333,-0.5666666666666667,-62.96296296296296
MYS,Malaysia,POLIO,IPV1_FRAC,2018.0,0.7105263157894737,1.0,0.2894736842105263,40.74074074074075
MYS,Malaysia,POLIO,IPV2_FRAC,2018.0,0.7105263157894737,1.0,0.2894736842105263,40.74074074074075
NAM,Namibia,POLIO,IPV1,2014.0,4.28,0.0,-4.28,-100.0
NAM,Namibia,POLIO,IPV1_FRAC,2018.0,3.689655172413793,0.0,-3.689655172413793,-100.0
NAM,Namibia,POLIO,IPV2,2021.0,3.34375,0.0,-3.34375,-100.0
NAM,Namibia,POLIO,IPV2_FRAC,2018.0,3.689655172413793,0.0,-3.689655172413793,-100.0
NCL,New Caledonia,POLIO,POL3,1984.0,1.6666666666666667,0.0,-1.6666666666666667,-100.0
NER,Niger,POLIO,IPV1,2014.0,59.26470588235294,5.7,-53.56470588235294,-90.38213399503722
NER,Niger,POLIO,IPV1_FRAC,2018.0,53.026315789473685,9.5,-43.526315789473685,-82.08436724565756
NER,Niger,POLIO,IPV2,2021.0,49.65853658536585,12.0,-37.65853658536585,-75.83497053045186
NER,Niger,POLIO,IPV2_FRAC,2018.0,53.026315789473685,9.5,-43.526315789473685,-82.08436724565756
NGA,Nigeria,POLIO,IPV1,2014.0,615.1764705882352,62.4,-552.7764705882353,-89.85656913367757
NGA,Nigeria,POLIO,IPV1_FRAC,2018.0,550.7105263157895,102.16666666666667,-448.5438596491228,-81.44820885299691
NGA,Nigeria,POLIO,IPV2,2021.0,511.8780487804878,184.33333333333334,-327.54471544715443,-63.98881847492892
NGA,Nigeria,POLIO,IPV2_FRAC,2018.0,550.7105263157895,102.16666666666667,-448.5438596491228,-81.44820885299691
NIC,Nicaragua,POLIO,IPV1,2014.0,1.9705882352941178,0.0,-1.9705882352941178,-100.0
NIC,Nicaragua,POLIO,IPV1_FRAC,2018.0,1.763157894736842,0.0,-1.763157894736842,-100.0
NIC,Nicaragua,POLIO,IPV2,2020.0,1.675,0.0,-1.675,-100.0
